what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1721693246197
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721693284567
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721693425718
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721693435958
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721693436888
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1721693436978
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721693442693
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1721693442711
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721693446145
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1721693449576
opened,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1721693449731
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1721693449778
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1721693478504
opened,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1721693478643
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1721693478687
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1721693490856
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721693500584
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721693526392
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1721693530800
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1721693535894
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721693539110
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721693544494
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1721693548884
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1721693551673
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1721693607984
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721693609886
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1721693609905
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721693613378
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1721693624447
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1721693626142
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1721693643937
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1721693644462
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1721693644969
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1721693645144
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1721693645495
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1721693661467
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1721693662036
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1721693665539
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1721693665677
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1721693665811
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1721693666176
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1721693666938
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1721693667154
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1721693667282
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1721693667457
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1721693683932
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1721693697864
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721693702645
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721693708285
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1721693725070
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1721693726168
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1721693728663
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1721693729224
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1721693735464
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721693752805
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721693759444
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1721693760842
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1721693762269
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1721693763298
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1721693763428
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1721693763549
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1721693763699
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721693764938
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721693773468
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721693776044
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721694036042
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1721694036142
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721694040349
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721694043913
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1721694044014
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721694051499
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721694077661
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1721694081964
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1721694084550
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721694088894
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1721694088912
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721694093398
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721694103670
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721694127968
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721694138460
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721694151434
