what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721186358263
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721186358853
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721186358971
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721186359944
activated,editor,org.eclipse.cdt.make.ui,7.1.1.201109151620,"org.eclipse.cdt.make.editor",1721186360615
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1721186361001
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1721186361376
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1721186361986
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1721186363293
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1721186367829
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1721186375200
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1721186378000
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1721186388672
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1721186390330
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1721186395498
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721186396281
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1721186396309
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721186421026
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1721186421182
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1721186423461
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1721186424644
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1721186432566
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721186435100
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1721186435115
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721186438133
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1721186438682
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1721186439327
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1721186440051
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1721186440507
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.buildAll",1721186441139
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721186441456
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721186442113
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1721186450167
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1721186464447
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1721186465951
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.buildAll",1721186466317
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721186466640
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721186468995
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721186470267
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721186489108
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1721186489219
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1721189248926
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1721189250083
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1721189251494
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1721189254328
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1721189262995
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.buildAll",1721189263751
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721189264069
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721189266024
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721189266899
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721189287260
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1721189290898
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1721189291488
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1721189301402
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.buildAll",1721189301943
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721189302275
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721189304187
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721189304928
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721189305877
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721189306162
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721189307765
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721189307967
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721189309308
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721189310121
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721189384518
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721189399412
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721189412516
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721189413416
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721189420486
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721189422203
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721189438221
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721189439712
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721189440486
executed,command,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.refactor.extract.constant",1721189440499
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721189441367
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721189538830
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721189613522
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721191594917
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721191605027
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721191613512
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721191614283
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1721191614306
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721191626629
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721191634433
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721191640712
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721191641679
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721191676855
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721191676943
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721191678099
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721191679125
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721191680101
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1721191680127
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1721191681594
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1721191682960
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1721191688545
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1721191719564
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721191727021
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721191728073
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1721191728093
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721191729775
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721191730855
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1721191730889
executed,command,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.edit.text.c.toggle.comment",1721191733505
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1721191733667
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1721191734861
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.buildAll",1721191735245
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721191735556
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721191737899
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721191743659
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721191764813
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1721191767336
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721191767798
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1721191767817
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721191773382
executed,command,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.edit.text.c.toggle.comment",1721191774797
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1721191774913
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.buildAll",1721191775275
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721191775769
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721191777521
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721191777928
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721191791775
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721191797135
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721191801927
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721191802927
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1721191802946
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721191808160
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1721191809927
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.buildAll",1721191813150
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721191813470
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721191815472
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721191815893
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721191843288
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1721191844323
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1721191849830
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1721191850905
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1721191852206
executed,command,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.edit.text.c.toggle.comment",1721191855987
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1721191856222
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1721191857967
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.buildAll",1721191861485
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721191861798
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721191863814
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721191864305
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721191932528
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721191933458
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721191958175
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1721191961005
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1721191961682
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1721191966247
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1721191987685
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1721191989819
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1721191991094
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1721191993271
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1721191998706
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1721192058938
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1721192129394
executed,command,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.edit.text.c.toggle.comment",1721192131344
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1721192131490
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.buildAll",1721192132004
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721192132317
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1721192151066
executed,command,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.edit.text.c.toggle.comment",1721192152509
